id,question,answer,category,author,published_date,legal_refs,tags,views,url
138079984,"Lịch nghỉ lễ 30/4 và 1/5 năm 2026 của cán bộ, công chức, viên chức và người lao động ra sao?","Năm 2026, ngày 30/4 rơi vào thứ Năm và ngày 1/5 rơi vào thứ Sáu. Cán bộ công chức viên chức và người lao động được nghỉ 2 ngày hưởng nguyên lương. Kết hợp với nghỉ cuối tuần (thứ Bảy, Chủ nhật), tổng cộng được nghỉ 4 ngày liên tục từ 30/4 đến 3/5/2026.","Lao dong - Tien luong","Le Minh Duc","2026-03-15","Bo luat Lao dong 2019;Dieu 112","Nghi le;Can bo cong chuc",5500,"https://thuvienphapluat.vn/hoi-dap-phap-luat/lich-nghi-le-304-va-15-nam-2026-cua-can-bo-cong-chuc-vien-chuc-va-nguoi-lao-dong-ra-sao-138079984.html"
138066888,"Chính thức đã có lịch nghỉ lễ Quốc khánh 2/9/2026 cho người lao động?","Ngày Quốc khánh 2/9/2026 rơi vào thứ Tư. Theo Điều 112 Bộ luật Lao động 2019, người lao động được nghỉ 2 ngày: ngày 2/9 và ngày liền kề trước hoặc sau. Chính phủ sẽ quyết định cụ thể ngày nghỉ liền kề. Người lao động được hưởng nguyên lương trong các ngày nghỉ lễ này.","Lao dong - Tien luong","Pham Van Hai","2026-02-28","Bo luat Lao dong 2019;Dieu 112","Quoc khanh;2/9;Nghi le",1800,"https://thuvienphapluat.vn/hoi-dap-phap-luat/chinh-thuc-da-co-lich-nghi-le-quoc-khanh-292026-cho-nguoi-lao-dong-138066888.html"
138050948,"Tết âm lịch 2027 là ngày mấy dương lịch?","Tết Nguyên đán 2027 (năm Đinh Mùi) rơi vào ngày 6/2/2027 dương lịch (mùng 1 Tết). Theo Điều 112 Bộ luật Lao động 2019, người lao động được nghỉ 5 ngày Tết: 1 ngày trước và 4 ngày sau Tết Âm lịch. Cụ thể nghỉ từ ngày 5/2/2027 (29 Tết) đến 10/2/2027 (mùng 5 Tết).","Lao dong - Tien luong","Nguyen Thi Lan","2026-01-15","Bo luat Lao dong 2019;Dieu 112","Tet 2027;Am lich;Nghi Tet",8900,"https://thuvienphapluat.vn/hoi-dap-phap-luat/tet-am-lich-2027-la-ngay-may-duong-lich-138050948.html"
138085549,"Thông tư 28/2025/TT-BNV về Danh mục nghề nặng nhọc, độc hại trong Quân đội ra sao?","Thông tư 28/2025/TT-BNV ban hành Danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm và đặc biệt nặng nhọc trong lực lượng vũ trang. Danh mục gồm 4 nhóm: đặc biệt nặng nhọc, nặng nhọc, độc hại, nguy hiểm. Người lao động thuộc danh mục được hưởng chế độ bồi dưỡng bằng hiện vật.","Lao dong - Tien luong","Vo Thi Thanh","2026-03-30","Thong tu 28/2025/TT-BNV","Nghe nang nhoc;Doc hai;Quan doi",45,"https://thuvienphapluat.vn/hoi-dap-phap-luat/da-co-thong-tu-282025ttbnv-ve-danh-muc-nghe-cong-viec-nang-nhoc-doc-hai-nguy-hiem-trong-quan-doi-ra-138085549.html"
138085336,"Công đoàn có quyền đại diện cho tập thể người lao động thực hiện hoạt động nào?","Theo Luật Công đoàn 2024, công đoàn có quyền: đại diện thương lượng tập thể, ký kết thỏa ước lao động tập thể; tham gia xây dựng quy chế dân chủ tại nơi làm việc; giám sát việc thực hiện pháp luật lao động; hỗ trợ giải quyết tranh chấp lao động; bảo vệ quyền lợi đoàn viên.","Lao dong - Tien luong","Tran Minh Quang","2026-03-29","Luat Cong doan 2024","Cong doan;Dai dien",12,"https://thuvienphapluat.vn/hoi-dap-phap-luat/cong-doan-co-quyen-dai-dien-cho-tap-the-nguoi-lao-dong-thuc-hien-hoat-dong-nao-138085336.html"
138085080,"Tổng hợp Nghị định hướng dẫn Luật Việc làm 2025 mới nhất?","Các Nghị định hướng dẫn Luật Việc làm 2025 gồm: NĐ 120/2025/NĐ-CP về chính sách hỗ trợ tạo việc làm; NĐ 125/2025/NĐ-CP về bảo hiểm thất nghiệp; NĐ 130/2025/NĐ-CP về đánh giá kỹ năng nghề; NĐ 135/2025/NĐ-CP về thông tin thị trường lao động. Các nghị định có hiệu lực từ 01/01/2026.","Lao dong - Tien luong","Le Thi Hoa","2026-03-28","Luat Viec lam 2025;120/2025/ND-CP;125/2025/ND-CP;130/2025/ND-CP","Viec lam;Nghi dinh",35,"https://thuvienphapluat.vn/hoi-dap-phap-luat/tong-hop-nghi-dinh-huong-dan-luat-viec-lam-2025-moi-nhat-138085080.html"
138084910,"Hợp đồng lao động bằng văn bản giấy còn sử dụng được không?","Hợp đồng lao động bằng văn bản giấy vẫn có giá trị pháp lý và được sử dụng bình thường. Theo Nghị định 337/2025/NĐ-CP, hợp đồng lao động điện tử được khuyến khích từ 01/07/2026 nhưng không bắt buộc. Hai bên có quyền lựa chọn hình thức phù hợp. Hợp đồng giấy cần đáp ứng đủ nội dung theo Điều 21 Bộ luật Lao động 2019.","Lao dong - Tien luong","Luong Thi Tam Nhu","2026-03-30","Bo luat Lao dong 2019;Dieu 21;337/2025/ND-CP","Hop dong lao dong;Van ban giay",14,"https://thuvienphapluat.vn/hoi-dap-phap-luat/hop-dong-lao-dong-bang-van-ban-giay-con-su-dung-duoc-khong-138084910.html"
138085214,"Người sử dụng lao động được hoàn trả quỹ bảo hiểm hưu trí bổ sung trong trường hợp nào?","Theo Nghị định 135/2025/NĐ-CP, người sử dụng lao động được hoàn trả phần đóng vào quỹ hưu trí bổ sung khi: người lao động đơn phương chấm dứt hợp đồng trái pháp luật; người lao động bị sa thải; hoặc theo thỏa thuận trong quy chế quỹ hưu trí bổ sung của doanh nghiệp.","Lao dong - Tien luong","Pham Minh Tuan","2026-03-29","135/2025/ND-CP;Bo luat Lao dong 2019","Bao hiem huu tri;Quy huu tri",8,"https://thuvienphapluat.vn/hoi-dap-phap-luat/nguoi-su-dung-lao-dong-duoc-hoan-tra-quy-bao-hiem-huu-tri-bo-sung-trong-truong-hop-nao-138085214.html"
138085601,"Thông báo 720/TB-TCS2 2026 về ngừng sử dụng hóa đơn đối với HKD có doanh thu từ 500 triệu?","Thông báo 720/TB-TCS2 của Chi cục Thuế hướng dẫn hộ kinh doanh có ngưỡng doanh thu từ 500 triệu đồng/năm trở xuống phải ngừng sử dụng hóa đơn đặt in, hóa đơn tự in và chuyển sang sử dụng hóa đơn điện tử theo Nghị định 123/2020/NĐ-CP.","Doanh nghiep","Ta Thi Thanh Thao","2026-04-01","123/2020/ND-CP;720/TB-TCS2","Hoa don;HKD;Doanh thu",5,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thong-bao-720tbtcs2-2026-ve-viec-ngung-su-dung-hoa-don-doi-voi-hkd-co-nguong-doanh-thu-tu-500-trieu-138085601.html"
138085556,"Công ty đại chúng cho người có liên quan vay phải được ĐHĐCĐ thông qua không?","Theo Luật Chứng khoán 2019 và Luật Doanh nghiệp 2020, công ty đại chúng khi thực hiện giao dịch với người có liên quan phải được Đại hội đồng cổ đông thông qua nếu giá trị giao dịch từ 35% tổng tài sản trở lên. Giao dịch cho vay với cổ đông lớn, thành viên HĐQT cần tuân thủ quy định công bố thông tin.","Doanh nghiep","Nguyen Hoang Nam","2026-04-01","Luat Chung khoan 2019;Luat Doanh nghiep 2020","Cong ty dai chung;Giao dich lien quan",3,"https://thuvienphapluat.vn/hoi-dap-phap-luat/cong-ty-dai-chung-cho-nguoi-co-lien-quan-vay-thi-co-phai-duoc-dai-hoi-dong-co-dong-thong-qua-khong-138085556.html"
138085489,"Hộ kinh doanh có doanh thu dưới 500 triệu có bắt buộc phải mở tài khoản HKD không?","Theo Thông tư 25/2025/TT-NHNN, hộ kinh doanh đã đăng ký kinh doanh phải mở tài khoản mang tên hộ kinh doanh. Hộ kinh doanh chưa đăng ký (chỉ có mã số thuế) có thể sử dụng tài khoản cá nhân. Tuy nhiên nên tách riêng tài khoản kinh doanh để quản lý thuế.","Doanh nghiep","Ta Thi Thanh Thao","2026-04-01","25/2025/TT-NHNN;68/2026/ND-CP","HKD;Tai khoan;Doanh thu",2,"https://thuvienphapluat.vn/hoi-dap-phap-luat/ho-kinh-doanh-co-doanh-thu-duoi-500-trieu-co-bat-buoc-phai-mo-tai-khoan-ho-kinh-doanh-khong-138085489.html"
138085406,"Hồ sơ gia hạn Giấy CN đủ điều kiện kinh doanh trò chơi điện tử có thưởng gồm gì?","Theo Nghị định 121/2025/NĐ-CP, hồ sơ gồm: Đơn đề nghị gia hạn; bản sao Giấy chứng nhận đăng ký doanh nghiệp; bản sao Giấy CN đủ điều kiện đã cấp; báo cáo kết quả hoạt động kinh doanh 3 năm gần nhất; văn bản xác nhận không vi phạm pháp luật của cơ quan công an.","Doanh nghiep","Vo Minh Duc","2026-04-01","121/2025/ND-CP","Tro choi dien tu;Kinh doanh co thuong",4,"https://thuvienphapluat.vn/hoi-dap-phap-luat/ho-so-de-nghi-gia-han-giay-chung-nhan-du-dieu-kien-kinh-doanh-tro-choi-dien-tu-co-thuong-gom-nhung--138085406.html"
138085392,"Quy chế giải quyết tranh chấp trong Điểm kinh doanh trò chơi điện tử có thưởng gồm nội dung gì?","Theo Nghị định 121/2025/NĐ-CP, quy chế giải quyết tranh chấp gồm: trình tự tiếp nhận và xử lý khiếu nại; thẩm quyền giải quyết; thời hạn giải quyết; quyền và nghĩa vụ các bên; biện pháp bồi thường; cơ chế giám sát thực hiện; lưu trữ hồ sơ giải quyết.","Doanh nghiep","Vo Minh Duc","2026-04-01","121/2025/ND-CP","Tranh chap;Tro choi dien tu",3,"https://thuvienphapluat.vn/hoi-dap-phap-luat/quy-che-giai-quyet-tranh-chap-trong-diem-kinh-doanh-tro-choi-dien-tu-co-thuong-bao-gom-cac-noi-dung-138085392.html"
138085168,"HKD phải thông báo toàn bộ tài khoản ngân hàng hay chỉ tài khoản kinh doanh?","Theo Nghị định 68/2026/NĐ-CP, hộ kinh doanh phải thông báo tất cả tài khoản ngân hàng hiện có cho cơ quan thuế, không chỉ riêng tài khoản kinh doanh. Thời hạn thông báo là 10 ngày kể từ ngày mở tài khoản mới. Vi phạm bị phạt từ 2-5 triệu đồng theo Nghị định xử phạt hành chính về thuế.","Doanh nghiep","Nguyen Thi Huong","2026-03-31","68/2026/ND-CP","HKD;Tai khoan ngan hang;Thue",7,"https://thuvienphapluat.vn/hoi-dap-phap-luat/hkd-phai-thong-bao-toan-bo-so-tai-khoan-ngan-hang-hien-co-hay-chi-can-thong-bao-so-tai-khoan-kinh-d-138085168.html"
138085502,"Doanh nghiệp được khuyến khích góp vốn bằng quyền SHTT từ 01/04/2026?","Theo Luật Sở hữu trí tuệ sửa đổi 2025, từ 01/04/2026, doanh nghiệp được khuyến khích sử dụng quyền sở hữu trí tuệ để góp vốn, thế chấp vay vốn. Quyền SHTT được định giá bởi tổ chức định giá độc lập. Ngân hàng có thể nhận thế chấp bằng bằng sáng chế, nhãn hiệu, quyền tác giả.","Doanh nghiep","Tran Thi Mai","2026-03-31","Luat SHTT sua doi 2025;Luat Doanh nghiep 2020","So huu tri tue;Gop von;The chap",15,"https://thuvienphapluat.vn/hoi-dap-phap-luat/doanh-nghiep-duoc-khuyen-khich-gop-von-the-chap-vay-von-bang-quyen-so-huu-tri-tue-tu-01042026-dung--138085502.html"
138085152,"Điều kiện được gia hạn Giấy CN đủ điều kiện kinh doanh trò chơi điện tử có thưởng từ 15/05/2026?","Theo Nghị định 121/2025/NĐ-CP, điều kiện gia hạn gồm: Giấy chứng nhận còn hiệu lực; doanh nghiệp không vi phạm pháp luật nghiêm trọng; đáp ứng đủ điều kiện về vốn, địa điểm, nhân sự; nộp hồ sơ trước khi Giấy CN hết hạn ít nhất 30 ngày; đã hoạt động liên tục 3 năm.","Doanh nghiep","Vo Minh Duc","2026-03-31","121/2025/ND-CP","Gia han;Kinh doanh co thuong",6,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dieu-kien-duoc-gia-han-giay-chung-nhan-du-dieu-kien-kinh-doanh-tro-choi-dien-tu-co-thuong-tu-150520-138085152.html"
138085356,"Hạn chót nộp báo cáo thống kê năm 2026 tại TPHCM vào ngày nào?","Theo Thông tư 01/2025/TT-BKHĐT, hạn chót nộp báo cáo thống kê năm tại TPHCM là ngày 01/04/2026. Doanh nghiệp phải nộp qua hệ thống trực tuyến hoặc gửi trực tiếp tại Chi cục Thống kê quận/huyện. Báo cáo gồm các chỉ tiêu về lao động, doanh thu, tài sản.","Doanh nghiep","Le Van Thanh","2026-03-30","01/2025/TT-BKHDT","Bao cao thong ke;TPHCM",20,"https://thuvienphapluat.vn/hoi-dap-phap-luat/han-chot-nop-bao-cao-thong-ke-nam-2026-tai-tphcm-vao-ngay-nao-138085356.html"
138085357,"Trễ hạn nộp báo cáo thống kê năm 2026 doanh nghiệp bị phạt bao nhiêu?","Theo Nghị định 95/2023/NĐ-CP về xử phạt vi phạm hành chính trong lĩnh vực thống kê, doanh nghiệp trễ hạn nộp báo cáo bị phạt từ 10-20 triệu đồng. Nếu không nộp báo cáo, phạt từ 20-30 triệu đồng. Ngoài ra phải khắc phục bằng cách nộp báo cáo đầy đủ trong thời hạn quy định.","Doanh nghiep","Le Van Thanh","2026-03-30","95/2023/ND-CP","Xu phat;Bao cao thong ke",18,"https://thuvienphapluat.vn/hoi-dap-phap-luat/tre-han-nop-bao-cao-thong-ke-nam-2026-doanh-nghiep-bi-phat-bao-nhieu-138085357.html"
138085685,"Đối tượng áp dụng Danh mục ngành nghề hạn chế tiếp cận thị trường từ 31/03/2026?","Theo Nghị định 55/2026/NĐ-CP, đối tượng áp dụng gồm: nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài khi đầu tư kinh doanh tại Việt Nam. Danh mục gồm các ngành nghề hạn chế tỷ lệ sở hữu vốn nước ngoài hoặc yêu cầu điều kiện đặc biệt.","Lao dong - Tien luong","Nguyen Hoang Anh","2026-04-01","55/2026/ND-CP;Luat Dau tu 2020","Nganh nghe han che;Nha dau tu nuoc ngoai",10,"https://thuvienphapluat.vn/hoi-dap-phap-luat/doi-tuong-ap-dung-danh-muc-nganh-nghe-han-che-tiep-can-thi-truong-tu-31032026-ra-sao-138085685.html"
138085634,"Không hoán đổi lịch nghỉ Giỗ Tổ Hùng Vương 2026 thì nghỉ lễ thế nào?","Nếu không hoán đổi, người lao động nghỉ theo đúng lịch: ngày 23/4/2026 (Giỗ Tổ Hùng Vương - thứ Năm) nghỉ 1 ngày; ngày 30/4 (thứ Năm) và 1/5 (thứ Sáu) nghỉ 2 ngày. Tổng cộng nghỉ 3 ngày lễ hưởng nguyên lương, cộng các ngày cuối tuần liền kề.","Lao dong - Tien luong","Nguyen Van Tan","2026-04-01","Bo luat Lao dong 2019;Dieu 112","Nghi le;Gio To Hung Vuong;30/4",1500,"https://thuvienphapluat.vn/hoi-dap-phap-luat/khong-hoan-doi-lich-nghi-gio-to-hung-vuong-2026-va-304-15-cua-nguoi-lao-dong-tren-ca-nuoc-thi-nghi--138085634.html"
138085238,"Mua vàng nhẫn có phải chuyển khoản không?","Theo Nghị định 24/2012/NĐ-CP sửa đổi bởi Nghị định 232/2025/NĐ-CP, giao dịch mua bán vàng có giá trị từ 20 triệu đồng/ngày trở lên phải thực hiện qua chuyển khoản ngân hàng. Giao dịch dưới 20 triệu đồng được thanh toán bằng tiền mặt. Quy định có hiệu lực từ 10/10/2025.","Tien te - Ngan hang","Luong Thi Tam Nhu","2026-03-29","24/2012/ND-CP;232/2025/ND-CP","Mua ban vang;Chuyen khoan",17,"https://thuvienphapluat.vn/hoi-dap-phap-luat/mua-vang-nhan-co-phai-chuyen-khoan-khong-138085238.html"
138090001,"Lãi suất cho vay tiêu dùng tối đa năm 2026 là bao nhiêu?","Theo Điều 468 Bộ luật Dân sự 2015, lãi suất cho vay không được vượt quá 20%/năm. Đối với các tổ chức tín dụng, lãi suất cho vay do NHNN quy định. Lãi suất cho vay tiêu dùng của công ty tài chính không vượt quá 4 lần lãi suất cơ bản của NHNN. Năm 2026 lãi suất trần khoảng 14-16%/năm.","Tien te - Ngan hang","Pham Van Cuong","2026-03-28","Bo luat Dan su 2015;Dieu 468","Lai suat;Cho vay tieu dung",42,"https://thuvienphapluat.vn/hoi-dap-phap-luat/lai-suat-cho-vay-tieu-dung-toi-da-2026-138090001.html"
138090002,"Điều kiện mở tài khoản thanh toán tại ngân hàng cho cá nhân năm 2026?","Theo Thông tư 23/2025/TT-NHNN, cá nhân mở tài khoản thanh toán cần: từ đủ 18 tuổi có năng lực hành vi dân sự đầy đủ; có giấy tờ tùy thân hợp lệ (CCCD/hộ chiếu); điền đầy đủ mẫu đăng ký mở tài khoản. Người từ 15-18 tuổi có thể mở tài khoản nếu có thu nhập hợp pháp.","Tien te - Ngan hang","Tran Thi Huong","2026-03-27","23/2025/TT-NHNN;Bo luat Dan su 2015","Tai khoan ngan hang;Mo tai khoan",35,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dieu-kien-mo-tai-khoan-thanh-toan-138090002.html"
138090003,"Quy định mới về hạn mức chuyển khoản ngân hàng 2026?","Theo Thông tư 25/2025/TT-NHNN, hạn mức chuyển khoản do ngân hàng quy định dựa trên đánh giá rủi ro khách hàng. Chuyển khoản qua ứng dụng mobile banking tối đa 500 triệu đồng/ngày (mặc định), có thể tăng nếu xác thực sinh trắc học. Chuyển khoản tại quầy không giới hạn.","Tien te - Ngan hang","Nguyen Van Linh","2026-03-26","25/2025/TT-NHNN","Chuyen khoan;Han muc;Mobile banking",88,"https://thuvienphapluat.vn/hoi-dap-phap-luat/han-muc-chuyen-khoan-ngan-hang-2026-138090003.html"
138090004,"Ngân hàng có quyền phong tỏa tài khoản cá nhân khi nào?","Theo Điều 17 Luật Các tổ chức tín dụng 2024, ngân hàng phong tỏa tài khoản khi: có yêu cầu bằng văn bản của cơ quan có thẩm quyền; có tranh chấp về tài khoản; phát hiện giao dịch đáng ngờ về rửa tiền; chủ tài khoản chết mà chưa xác định người thừa kế.","Tien te - Ngan hang","Pham Van Cuong","2026-03-25","Luat TCTD 2024;Dieu 17;Luat Phong chong rua tien 2022","Phong toa tai khoan;Ngan hang",120,"https://thuvienphapluat.vn/hoi-dap-phap-luat/ngan-hang-phong-toa-tai-khoan-khi-nao-138090004.html"
